,State,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
10,AL,,,,,,,,,,,,,,,,,,,,,,,,,3.0181818181818185,2.9399999999999995,2.927272727272728,2.7818181818181817,2.7,2.6636363636363645,2.881818181818182,2.872727272727273,2.7909090909090906,2.8090909090909095,2.9975757575757576,3.5333333333333337,,,2.266666666666666,2.3829545454545453,2.4397306397306395,2.3537662337662337,2.5054545454545454,2.4445454545454544,2.5836363636363635,2.459090909090909,2.3486471861471863,2.2071139971139973,2.3852602952602955,2.3010156510156508,2.033555555555556,2.177597402597403,2.035384615384616,2.14,2.054918831168831,2.23126159554731,2.1961769480519484,2.2968073593073592,2.3155988455988457,2.2817460317460307,2.4268831168831166,2.353571428571429
11,NY,,,,,,,,,,,,,,,,,,,,,,,,,4.318181818181818,4.0,4.127272727272728,4.172727272727273,4.245454545454545,4.0181818181818185,3.1363636363636362,3.5454545454545454,4.363636363636363,3.745454545454545,11.736363636363635,8.272727272727273,3.96,3.9375,3.2137272727272728,3.543083778966132,3.3466735537190084,3.46155303030303,3.6041666666666665,3.395454545454545,3.369696969696971,3.3477272727272727,3.41905303030303,3.3312727272727267,3.225710227272728,3.1289393939393944,3.2569128787878787,3.0045454545454544,2.9190585858585854,3.1410909090909094,3.3003393939393937,3.19789494949495,3.262109090909091,3.3010909090909086,3.0918881118881125,3.0749650349650346,3.13062937062937,3.0084249084249084
12,RI,,,,,,,,,,,,,,,,,,,,,,,,,5.1,3.53,4.6099999999999985,4.725,4.525,4.975,4.922222222222222,5.15,,,,,,,3.588888888888889,3.53,3.5454545454545463,3.338636363636364,3.609090909090909,3.4363636363636365,3.427272727272728,3.4090909090909087,3.4227272727272733,3.1772727272727272,3.0759090909090907,3.2409090909090907,3.2909090909090915,3.1000000000000005,2.9136363636363636,3.145454545454545,3.3545454545454545,3.1818181818181817,3.2818181818181817,3.3181818181818183,3.2954545454545463,3.3045454545454547,3.2863636363636366,3.1142857142857143
13,MT,,,,,,,,,,,,,,,,,,,,,,,,,3.5090909090909097,3.804545454545455,3.368181818181818,3.059090909090909,3.536363636363636,3.1636363636363636,3.6967532467532473,3.427272727272728,3.1727272727272733,3.25,4.022895622895623,2.93030303030303,3.3090909090909086,3.2181818181818183,3.602304292929293,3.759204545454545,3.595454545454545,3.6338842975206607,3.8090909090909095,3.639669421487604,3.918181818181818,3.781313131313132,3.796818181818182,3.654545454545455,3.685606060606061,3.496212121212121,3.3578787878787875,3.775984848484848,3.661363636363636,3.5825757575757584,4.278409090909091,3.565289256198348,3.761157024793389,3.706611570247934,3.4876033057851243,3.5074380165289263,3.7981818181818174,3.735064935064935
14,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,3.233333333333333,3.02,3.3636363636363633,2.9818181818181824,3.3090909090909086,2.9909090909090907,3.036363636363637,2.827272727272728,3.0700000000000003,3.1333333333333333,,,3.3597222222222234,3.7986647727272733,3.8216042780748674,3.7732620320855617,3.881283422459892,3.8358288770053455,3.8203208556149737,3.6577540106951862,3.7288770053475946,3.604812834224598,3.704064171122994,3.5475935828877003,3.4299465240641718,3.6828787878787885,3.54040404040404,3.5414141414141422,3.7878787878787885,3.7151515151515153,3.5747474747474737,3.7969696969696964,3.595959595959596,3.6570707070707065,3.6139393939393942,3.582539682539683
15,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,2.466666666666667,2.6818181818181817,3.190909090909092,3.2363636363636363,3.3181818181818183,3.0,2.5363636363636366,2.7272727272727275,3.6545454545454543,3.5000000000000004,3.82,,3.3132748538011696,3.459090909090909,3.4549407114624513,3.289328063241107,3.513715415019763,3.3107992973210365,3.359920948616601,3.3193675889328063,3.3893280632411065,3.3047430830039524,3.16798418972332,3.197183794466403,3.378902064119455,3.171581027667984,3.0110671936758893,3.2133596837944665,3.3662055335968377,3.3035968379446636,3.433596837944664,3.428102766798419,3.363873517786561,3.3590513833992093,3.424584980237154,3.3443064182194617
16,FL,,,,,,,,,,,,,,,,,,,,,,,,,3.3647727272727272,3.4056818181818183,3.069128787878788,3.4119318181818183,3.3142045454545452,3.163636363636364,3.25125,3.2221590909090905,3.214204545454545,3.354545454545455,3.0801136363636363,3.3103693181818183,3.5804545454545456,3.337770562770563,3.111878453524795,3.0383143939393937,3.1503815937149278,3.2444444444444445,3.1804940711462453,3.1125889328063243,3.3388267288267284,3.259417249417249,3.137522727272727,3.0938131313131314,3.1557954545454545,2.9747564935064936,2.9998977166624217,2.882947118241236,2.9879095904095907,3.061451048951049,2.93232077922078,3.093144991582492,3.1779087224831897,3.1749630230880226,3.0667676767676766,3.1451116883116876,3.3020717592592597,3.298164682539683
17,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,2.266666666666666,2.1818181818181817,2.2454545454545456,2.6272727272727274,2.6181818181818177,2.5090909090909097,2.136363636363636,2.290909090909091,2.1545454545454543,2.7375,,,1.3,1.4636363636363638,1.4909090909090912,1.877272727272727,2.1863636363636365,2.0772727272727267,2.118181818181818,2.05,2.0454545454545454,1.804545454545455,1.8803030303030304,1.8863636363636365,1.7863636363636362,1.9375757575757573,1.8272727272727272,1.83939393939394,2.2139393939393943,1.9818181818181817,2.0363636363636366,2.03030303030303,2.018181818181818,2.0,2.0515151515151517,2.176190476190476
18,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69,1.9,,,2.129712301587302,2.3181818181818183,2.217676767676768,2.1383838383838385,2.2232323232323243,2.068686868686869,2.1464646464646457,2.0424242424242425,2.0404040404040398,2.004040404040404,1.885858585858586,1.8828282828282827,2.043434343434344,1.7049090909090907,1.6448686868686866,1.7204040404040402,1.9372727272727268,1.859090909090909,1.9227272727272728,1.9090909090909092,1.8419090909090912,1.8930129870129868,2.128282828282828,2.14984126984127
19,ME,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4333333333333336,2.7,3.1545454545454543,2.7181818181818183,2.590909090909091,2.963636363636364,3.354545454545455,3.1181818181818186,3.2181818181818183,3.2545454545454544,3.463636363636364,3.527272727272727,2.9468013468013465,2.98,2.9966450216450222,2.832900432900433,2.8945165945165945,2.743896103896104,2.7121212121212124,2.7061279461279466,2.5727272727272728,2.640909090909091,2.5348484848484847,2.5803030303030305,2.6181818181818186,2.6242424242424236,2.3659090909090907,2.591919191919192,2.475,2.4795454545454545,2.3977272727272725,2.4556818181818185,2.5420454545454545,2.576136363636364,2.582954545454545,2.5904761904761906
20,KS,,,,,,,,,,,,,,,,,,,,,,,,,5.781818181818182,5.336363636363637,5.590909090909093,5.00909090909091,5.5545454545454565,5.454545454545454,5.827272727272727,5.972727272727273,5.199999999999998,4.654545454545455,4.909090909090909,4.8090909090909095,4.945454545454545,4.663636363636363,4.2021632996633,4.365252525252527,4.429595959595959,4.240123456790123,4.321212121212121,4.122222222222222,4.272222222222221,4.1328282828282825,4.260492139439508,4.029545454545453,4.290287081339712,4.1129186602870815,4.060526315789474,3.782683982683984,3.803831168831169,3.9374458874458873,4.1192640692640685,3.771168831168831,3.8375324675324682,3.879761904761904,3.7542640692640687,3.8187012987012987,4.0182659932659925,4.073148148148148
21,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1490277777777775,4.413363636363635,4.4400808080808085,4.3100000000000005,4.377272727272727,4.289090909090909,4.313636363636364,4.170727272727272,4.159090909090909,3.8424242424242414,4.377272727272728,4.071969696969697,4.135454545454545,4.602818181818182,4.207272727272728,4.263636363636364,4.458545454545455,4.1691818181818165,4.258181818181819,4.319090909090908,4.317090909090909,4.24,4.2309090909090905,4.298571428571429
22,LA,,,,,,,,,,,,,,,,,,,,,,,,,4.0181818181818185,3.699999999999999,2.9030303030303024,2.8181818181818183,3.1000000000000005,3.2863636363636366,3.1000000000000005,3.0727272727272723,2.9090909090909087,3.0454545454545463,3.728181818181818,3.8090909090909086,2.9090909090909087,2.806060606060606,2.8878423120089787,2.705252525252525,2.9320936639118456,2.7781818181818183,2.947024793388429,2.833388429752066,2.897272727272727,2.6905714285714284,2.62755994005994,2.3073970473970475,2.647094155844156,2.5775974025974024,2.4858114478114466,2.735151515151515,2.4046320346320345,2.627948717948718,2.6883405483405483,2.6013636363636357,2.4123737373737373,2.620639730639731,2.5284319384319387,2.5702062289562293,2.5741230486685027,2.598484848484848
23,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.3363636363636355,2.609090909090909,2.645454545454545,2.8636363636363638,2.5454545454545454,2.6,2.4909090909090903,2.8181818181818183,3.3090909090909086,3.545454545454545,3.4909090909090907,3.1024170274170286,2.9627813852813847,3.1707467532467533,2.9346590909090913,3.0887784090909087,3.0674431818181818,3.043636363636364,2.9102272727272718,4.250378787878788,4.6650505050505044,4.706007442849548,4.80090909090909,3.1318013468013466,3.215791245791245,2.9787878787878785,2.9428434723171564,3.015061137692717,3.7820050125313283,4.852950558213717,4.54812834224599,3.002673796791444,3.0812834224598937,3.0212121212121215,3.2860119047619047
24,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3714285714285714,2.6842424242424237,2.9454545454545453,2.8418181818181814,3.0345454545454538,2.9381818181818184,2.8549090909090906,2.843232323232324,2.824727272727273,2.88,2.834545454545455,2.7587272727272727,2.9127272727272726,2.6345454545454543,2.5472727272727282,2.7381818181818183,2.9127272727272726,2.8090909090909095,2.9478181818181817,2.976363636363636,2.804545454545455,2.9163636363636365,2.9745454545454546,2.877142857142857
25,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1432539682539686,3.3976604278074864,3.3491978609625668,3.3921925133689843,3.5058823529411764,3.3663101604278083,3.38288770053476,3.2310160427807486,3.2442780748663105,3.227807486631016,3.330534759358289,3.1693850267379675,3.0320855614973263,3.2034090909090915,3.0357219251336898,3.1836229946524064,3.4509090909090907,3.3517112299465244,3.3832620320855615,3.4820855614973265,3.3622816399286983,3.3683422459893055,3.3588235294117643,3.24390756302521
26,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7222222222222223,3.0100000000000007,3.1363636363636362,2.97,3.2,2.7818181818181817,3.0545454545454542,2.9000000000000004,3.0181818181818185,3.1,3.2,3.0090909090909093,2.8454545454545457,2.9,2.7181818181818183,2.963636363636363,3.6363636363636362,3.145454545454545,3.127272727272727,3.05,3.2,3.0181818181818185,3.036363636363636,3.042857142857143
27,MS,,,,,,,,,,,,,,,,,,,,,,,,,2.454545454545455,2.545454545454546,2.5090909090909093,2.4954545454545456,2.45,2.4,2.3590909090909093,2.3318181818181816,2.190909090909092,2.040909090909091,2.2454545454545456,2.4727272727272727,2.440909090909091,2.277272727272728,2.4546807359307357,2.521212121212121,2.404080808080808,2.4932034632034634,2.6719851576994436,2.5550649350649346,2.7136363636363634,2.6368181818181813,2.6259740259740263,2.311688311688312,2.5636363636363635,2.4610389610389607,2.3287012987012985,2.587922077922078,2.423766233766234,2.4792207792207788,2.6220779220779216,2.709437229437229,2.5675324675324678,2.645454545454545,2.614646464646465,2.5287012987012987,2.6727272727272724,2.748979591836735
28,CA,,,,,,,,,,,,,,,,,,,,,,,,,2.8337662337662337,2.64172077922078,2.4236868686868687,2.4280519480519485,2.4103896103896103,2.5608391608391607,2.7137310606060603,2.584772727272727,2.46200371057514,2.4765512265512264,2.6151851851851853,2.446124188311688,2.638358585858586,2.8597796143250687,2.877921032268858,2.9190867693326714,2.9131224406224403,2.9711733615221987,3.032892882311488,3.0209778012684985,3.0,2.8823564593301434,2.8076457157469816,2.829384836739488,2.7118814582607684,2.7481382793451763,2.757954125977382,2.7405027014329337,2.7286761734997027,2.6671786833855804,2.850923351158645,2.836456508607672,2.9045387429108365,2.909282106782107,2.910640136302787,2.9540991237677985,2.7617760942760943,3.201815476190476
29,AK,,,,,,,,,,,,,,,,,,,,,,,,,4.313636363636364,4.288636363636363,4.301212121212121,4.430909090909091,4.423636363636363,3.9318181818181817,3.9045454545454543,3.9,4.152272727272727,3.911363636363636,4.246136363636364,4.256818181818181,3.645454545454545,3.057575757575758,3.3464768373389067,3.4864359028068703,3.5025839035516464,3.4071847507331383,3.496304985337244,3.5362910353535355,3.5858783143939386,3.5743663911845736,3.5877840909090906,3.2649696969696973,3.2102138047138045,3.2555209235209235,3.2433299663299664,3.29507499234772,3.1990422077922083,3.2116856060606063,3.3187580348943984,3.4580681818181818,3.4456935425685424,3.4452394916911047,3.4425610948191587,3.027789432789433,2.9935616161616165,2.9466765873015874
30,TX,,,,,,,,,,,,,,,,,,,,,,,,,4.0808080808080796,3.906060606060605,3.7307692307692313,3.760839160839161,3.9559440559440566,4.2713286713286704,4.084475524475524,3.728030303030304,3.625,4.109917355371899,3.925734265734266,4.097552447552447,4.4471074380165305,3.9159090909090906,3.9441402662993568,3.932274374176548,4.113581818181818,3.9397240259740265,4.076948051948052,3.889642857142857,3.832246998284735,3.7024699828473406,4.044242424242425,3.6330207645461887,4.1322181867097125,4.0305894294029905,3.8606741221741223,4.284739583333333,3.790034327651515,3.915196408529741,4.191151026392962,3.8409797123780183,3.890417508417507,4.062147306397306,4.058629397422502,4.069984848484848,4.021780945043658,4.111707021791767
31,WA,,,,,,,,,,,,,,,,,,,,,,,,,3.227272727272727,3.254545454545455,3.1858585858585857,3.018181818181818,3.018181818181818,3.0515151515151513,2.8045454545454547,2.918181818181818,2.9254545454545453,2.7575757575757582,3.681454545454545,4.456363636363637,2.086818181818182,1.9327272727272728,3.132473785473785,3.1913030303030308,2.7876060606060604,2.9105113636363638,2.7494037008742893,2.8398622589531684,2.675085227272727,2.6664772727272728,2.8488352272727275,3.5974517906336088,3.5597061524334253,2.5655489964580878,2.4441601731601734,2.596924603174603,2.4395598845598854,2.311522147885784,2.759261363636364,2.5705440771349863,2.901575757575758,2.798014243820696,2.942988505747127,2.7754231974921635,2.9830385132109267,3.1602040816326533
32,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8666666666666667,3.1909090909090905,4.0,,,,,,3.83,3.825,3.8,,2.6546296296296297,2.6742911255411257,2.633578643578644,2.4470707070707074,2.645454545454546,2.5393939393939395,2.4828282828282835,2.4895959595959587,2.573737373737374,2.4161616161616166,2.380707070707071,2.3193041526374865,2.4826262626262627,2.233232323232324,2.1594725028058366,2.342348484848485,2.4656565656565657,2.384918630751964,2.4434343434343435,2.5242424242424244,2.5320202020202016,2.4283838383838385,2.4420875420875423,2.412698412698413
33,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4166666666666665,3.309090909090909,3.8409090909090913,3.427272727272727,3.7077922077922083,3.2898989898989903,3.440909090909092,4.004545454545456,3.822727272727273,3.836363636363635,3.4596363636363643,3.58,3.9064646464646464,3.4170454545454545,3.731363636363637,3.843181818181818,3.2818181818181817,3.3268181818181817,3.390909090909091,3.285909090909091,3.4257575757575762,3.556060606060606,3.161851851851852,3.1327272727272732,3.2907407407407416,2.8200841750841747,2.6400432900432897,2.4783712121212123,3.087792207792208,3.5127272727272727,3.838636363636364,3.64090909090909,3.115909090909091,3.3350000000000004,3.0933333333333337,3.839285714285714
34,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9852222222222213,3.475595238095239,3.474458874458876,3.506926406926407,3.506926406926405,3.4731601731601724,3.5147186147186154,3.272727272727273,3.2463203463203465,3.203030303030303,3.324242424242424,3.2142857142857144,2.9281385281385286,3.2051948051948047,3.0233766233766226,3.115584415584416,3.3147186147186147,3.297835497835498,3.1705627705627704,3.3004329004329014,3.271601731601732,3.2240692640692648,3.1719576719576716,3.038775510204081
35,PA,,,,,,,,,,,,,,,,,,,,,,,,,2.9939393939393937,3.3000000000000007,3.0492424242424243,3.147727272727273,3.2445454545454546,2.95,3.1272727272727274,3.033030303030303,3.2454545454545456,3.266666666666667,6.583636363636364,5.101818181818183,3.1272727272727274,3.6327272727272732,2.626515151515152,2.966010101010101,2.9691172595520423,2.939802371541502,3.081818181818183,2.970237154150197,2.8400826446280987,2.8332231404958685,2.9071496212121204,2.8422243265993266,2.791628787878788,2.700757575757576,2.858238636363636,2.6590505050505038,2.485858585858586,2.7088203463203464,2.887191558441558,2.7244669913419908,2.847632575757576,2.908915239350023,2.8875494071146237,2.810759771629337,2.875138339920949,2.805093167701864
36,VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5088888888888887,1.859090909090909,1.7063636363636363,1.5922727272727273,1.7545454545454549,1.6204545454545456,1.6140909090909092,1.5613636363636365,1.7939393939393935,1.72,1.6484848484848484,1.6545454545454543,1.8303030303030308,1.415909090909091,1.3376623376623378,1.7,1.9151515151515155,1.8454545454545452,1.9666666666666668,1.9727272727272729,1.8909090909090909,1.945454545454545,2.0515151515151517,1.9190476190476191
37,NM,,,,,,,,,,,,,,,,,,,,,,,,,4.1454545454545455,4.003030303030303,3.259090909090909,3.0090909090909093,3.295454545454545,3.5227272727272725,3.5454545454545463,3.359090909090909,3.3045454545454547,3.6000000000000005,3.167575757575758,3.642424242424242,4.398690476190477,3.8346320346320346,4.054119113210022,4.21301652892562,4.1786013986014,4.087132867132866,4.091883116883117,4.124935064935065,3.999220779220779,3.953766233766234,4.178321678321678,3.9904895104895104,4.203496503496504,4.0881118881118885,7.977212121212121,14.385016835016836,15.739937384044527,11.284326685219545,6.425972222222222,4.597630147630149,13.256126075570519,14.441650633317296,2.3713068181818184,2.4226055194805194,2.772181818181818,3.0505291005291006
38,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2999999999999994,3.4,3.3454545454545457,2.8454545454545457,2.9909090909090907,3.1,3.2454545454545456,3.327272727272728,3.4090909090909087,3.2909090909090915,3.3363636363636364,3.9,3.643030303030303,3.543181818181818,3.307575757575758,3.5574074074074065,3.784848484848485,3.699696969696969,3.121212121212121,3.3636363636363638,2.8474747474747475,2.8849494949494945,3.3729292929292933,3.3894500561167233,3.49949494949495,3.386636363636363,3.2903030303030305,3.2383333333333333,3.3133636363636363,3.5000962000962,3.5517171717171716,3.4833766233766235,3.522606060606061,3.2488429752066112,3.2929752066115707,3.3245887445887443
39,VA,,,,,,,,,,,,,,,,,,,,,,,,,4.1,4.0181818181818185,3.1083333333333334,3.4833333333333334,3.5409090909090915,3.6377272727272727,3.710454545454545,3.413636363636363,3.2386363636363638,3.243181818181818,3.54090909090909,3.734090909090909,4.048484848484848,4.0,2.9714466089466085,2.5247727272727274,2.519480519480519,2.86,3.092727272727273,3.0382727272727275,2.680303030303031,2.5984848484848486,2.84309090909091,2.7592798110979935,2.91357733175915,2.795061983471074,2.7228282828282833,2.700247933884297,2.6867768595041315,2.8700826446280985,2.980165289256199,2.926446280991736,2.924517906336088,2.8859504132231404,2.878347107438017,2.7706152433425157,2.8537190082644632,2.887878787878788
40,NC,,,,,,,,,,,,,,,,,,,,,,,,,3.2090909090909085,3.227272727272727,2.853030303030303,2.9431818181818183,3.1590909090909087,3.2159090909090913,2.9477272727272723,2.7750000000000004,2.9,3.0590909090909086,3.1431818181818185,3.1704545454545454,3.215909090909092,3.1,2.814074074074074,2.9330481283422465,2.854366028708134,2.7584415584415583,2.96965367965368,2.9419047619047616,2.783205741626794,2.905741626794258,2.7255000000000003,2.790836940836941,2.9347933884297532,2.8014462809917346,2.7459740259740264,2.826575276575277,2.627705627705628,2.8264069264069263,2.9163636363636365,2.898943181818181,2.9750454545454543,2.9264090909090914,3.4068698893698888,3.418538011695905,3.4521291866028707,3.4887218045112776
41,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3706818181818186,3.5726136363636365,3.4147474747474753,3.4379509379509376,3.5616161616161626,3.5131313131313124,3.6303030303030304,3.4121212121212117,3.113636363636364,3.1909090909090914,3.0340909090909087,3.0342424242424237,3.1171717171717166,3.314636363636363,3.1772727272727272,3.2900000000000005,3.7036363636363636,3.7230681818181823,3.674545454545455,3.6081818181818175,3.3341313131313126,3.439090909090909,3.5129740259740263,3.3054761904761905
42,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4142857142857137,2.9667789001122338,2.7574431818181817,2.7861291486291484,2.663636363636364,2.8939393939393936,2.7903409090909093,2.7833333333333337,2.638636363636364,2.9566433566433568,2.6209790209790214,2.893636363636364,2.5821212121212125,2.473011363636364,2.809943181818182,2.582364824717766,2.4885026737967912,2.665548128342246,2.613101604278075,2.5155080213903744,2.647534165181224,2.6491978609625666,2.5475935828877008,2.554125286478228,2.6284873949579826
